cohort,horizon,group,n_rollouts,visual_nll_nats_per_token,visual_token_accuracy,exact_grid_accuracy,decoded_mse,decoded_psnr_db,predicted_decoded_density,target_decoded_density,token_marginal_js_nats,mean_death_probability,death_targets
standard,1,all,1024,2.6280720233917236,0.2847137451171875,0.0009765625,0.0005595448892563581,32.52165066643555,0.040362581610679626,0.04033885896205902,0.004726774828211582,0.04133688658475876,0
standard,1,failure,832,2.6147828102111816,0.28866812586784363,0.001201923076923077,0.0005595815600827336,32.521366052707464,0.03999493643641472,0.03999333083629608,0.0052888549279776955,0.04220103472471237,0
standard,1,expert,192,2.685659170150757,0.267578125,0.0,0.000559386273380369,32.522881948617076,0.04195570945739746,0.04183615371584892,0.016715699288343107,0.03759223595261574,0
standard,5,all,1024,3.855466842651367,0.1777801513671875,0.0,0.0015647149411961436,28.055647704125505,0.03920399025082588,0.04007614403963089,0.005991858270274106,0.041161488741636276,0
standard,5,failure,832,3.8262743949890137,0.17910531163215637,0.0,0.0015080241719260812,28.21591697159892,0.03888669237494469,0.039685267955064774,0.006931186868745651,0.041946034878492355,0
standard,5,expert,192,3.981968641281128,0.1720377653837204,0.0,0.0018103747861459851,27.42231507613823,0.04057896509766579,0.04176996275782585,0.020808833497243107,0.03776179254055023,0
standard,10,all,1024,5.102207183837891,0.126007080078125,0.0,0.003164578229188919,24.996841639852825,0.03748180717229843,0.039556436240673065,0.007026497750918462,0.04561179131269455,0
standard,10,failure,832,5.0328779220581055,0.12973257899284363,0.0,0.0030298882629722357,25.185733872301583,0.037290751934051514,0.03909941762685776,0.007643816232262135,0.047607239335775375,0
standard,10,expert,192,5.402632236480713,0.10986328125,0.0,0.0037482341285794973,24.261732892958957,0.038309723138809204,0.0415368527173996,0.02474574436273589,0.03696485236287117,0
standard,20,all,1024,6.934322834014893,0.0767822265625,0.0,0.0059106540866196156,22.283644564298623,0.03398798406124115,0.03874496743083,0.010443632292507868,0.05766277015209198,0
standard,20,failure,832,6.817266464233398,0.080810546875,0.0,0.005694338120520115,22.44556748724655,0.03394879773259163,0.038149844855070114,0.011064581740259257,0.05887046083807945,0
standard,20,expert,192,7.4415669441223145,0.059326171875,0.0,0.006848021876066923,21.644348609710935,0.03415779396891594,0.04132382571697235,0.029438697877671928,0.0524294339120388,0
standard,45,all,1024,9.470367431640625,0.0289764404296875,0.0,0.010165823623538017,19.928574295525234,0.028067804872989655,0.0389430969953537,0.024002221401398845,0.11138024926185608,24
standard,45,failure,832,9.359855651855469,0.030404897406697273,0.0,0.009928400628268719,20.031207066165045,0.028079120442271233,0.038494110107421875,0.024850695010217947,0.11036321520805359,24
standard,45,expert,192,9.94925594329834,0.02278645895421505,0.0,0.011194661259651184,19.50989043245292,0.02801877073943615,0.040888711810112,0.048207430570427055,0.11578734964132309,0
extended,45,all,256,9.400030136108398,0.02825927734375,0.0,0.010555422864854336,19.76524363569571,0.026786379516124725,0.040280234068632126,0.04681896938241181,0.09259059280157089,0
extended,45,failure,43,9.0928373336792,0.03125,0.0,0.0106250224635005,19.73670143088098,0.01286440808326006,0.040112875401973724,0.23279360608124058,0.05268998444080353,0
extended,45,expert,213,9.462044715881348,0.02765551581978798,0.0,0.010541372932493687,19.77102821934154,0.02959691733121872,0.04031401500105858,0.03886955238532584,0.10064563900232315,0
extended,100,all,256,10.155080795288086,0.01568603515625,0.0,0.01012263260781765,19.94706525207488,0.02501927688717842,0.03740879148244858,0.049978809436608346,0.10578776895999908,0
extended,100,failure,43,8.829631805419922,0.03343023359775543,0.0,0.006034394260495901,22.19366318363196,0.011435247957706451,0.024322276934981346,0.17927493217805626,0.08629581332206726,0
extended,100,expert,213,10.422659873962402,0.012103873305022717,0.0,0.010947957634925842,19.606668918385974,0.027761593461036682,0.040050677955150604,0.05097760575063619,0.10972276329994202,0
extended,200,all,256,10.658300399780273,0.00946044921875,0.0,0.010732664726674557,19.69292437175402,0.024165289476513863,0.038127072155475616,0.06832051923643875,0.09496995806694031,1
extended,200,failure,43,9.526854515075684,0.007994186133146286,0.0,0.005086813122034073,22.93554217068899,0.010181725025177002,0.02024129219353199,0.289960210335826,0.09825685620307922,1
extended,200,expert,213,10.886713981628418,0.009756455197930336,0.0,0.011872436851263046,19.254601317245445,0.026988262310624123,0.04173782095313072,0.06547195669293139,0.09430640935897827,0
