cohort,horizon,group,n_rollouts,visual_nll_nats_per_token,visual_token_accuracy,exact_grid_accuracy,decoded_mse,decoded_psnr_db,predicted_decoded_density,target_decoded_density,token_marginal_js_nats,mean_death_probability,death_targets
standard,1,all,1024,2.5686917304992676,0.3014373779296875,0.0009765625,0.0005212383111938834,32.82963670993563,0.04029227793216705,0.04033885896205902,0.0036972166234221374,0.04858177900314331,0
standard,1,failure,832,2.5556230545043945,0.30617111921310425,0.001201923076923077,0.0005156202823854983,32.87670007620314,0.039929136633872986,0.03999333083629608,0.0041309331665110366,0.048679497092962265,0
standard,1,expert,192,2.6253232955932617,0.2809244692325592,0.0,0.0005455830250866711,32.63139150495774,0.041865911334753036,0.04183615371584892,0.017518315953531975,0.048158299177885056,0
standard,5,all,1024,3.7963056564331055,0.1928863525390625,0.0,0.001497605349868536,28.24602617180867,0.03911713510751724,0.04007614403963089,0.004490605422386084,0.04779525846242905,0
standard,5,failure,832,3.7861266136169434,0.19542518258094788,0.0,0.0014737502206116915,28.315761168855342,0.038795940577983856,0.039685267955064774,0.0054449529867713065,0.04849144071340561,0
standard,5,expert,192,3.8404133319854736,0.181884765625,0.0,0.0016009773826226592,27.95614803415839,0.04050898179411888,0.04176996275782585,0.01971594024932998,0.04477846994996071,0
standard,10,all,1024,5.007828712463379,0.140625,0.0,0.002999934135004878,25.228882803196527,0.037260301411151886,0.039556436240673065,0.005238987922899263,0.05197552591562271,0
standard,10,failure,832,4.93357515335083,0.1455078125,0.0,0.002871731063351035,25.41856234057693,0.03703340142965317,0.03909941762685776,0.0062564896782676595,0.05457410588860512,0
standard,10,expert,192,5.329596519470215,0.1194661483168602,0.0,0.0035554806236177683,24.491016838016108,0.03824354335665703,0.0415368527173996,0.021119973686053502,0.040714990347623825,0
standard,20,all,1024,6.907814025878906,0.0825653076171875,0.0,0.005687561817467213,22.45073870011491,0.0337643101811409,0.03874496743083,0.007889132110029066,0.05630531907081604,0
standard,20,failure,832,6.853907108306885,0.08529897779226303,0.0,0.0055072796531021595,22.59062870002198,0.03362584859132767,0.038149844855070114,0.008947959562018477,0.058880385011434555,0
standard,20,expert,192,7.141410827636719,0.0707193985581398,0.0,0.006468784064054489,21.891773458999822,0.03436430171132088,0.04132382571697235,0.024831664888383644,0.04514671489596367,0
standard,45,all,1024,9.597433090209961,0.02911376953125,0.0,0.010025127790868282,19.98910082696288,0.02777187153697014,0.0389430969953537,0.020796731760311864,0.12293653935194016,24
standard,45,failure,832,9.491657257080078,0.030780497938394547,0.0,0.009758873842656612,20.106002962819378,0.027601875364780426,0.038494110107421875,0.022331765261673592,0.11975625902414322,24
standard,45,expert,192,10.05579662322998,0.02189127542078495,0.0,0.01117889117449522,19.51601271644582,0.028508521616458893,0.040888711810112,0.04129126020353911,0.1367177516222,0
extended,45,all,256,9.517806053161621,0.03021240234375,0.0,0.01052168570458889,19.779146752437992,0.028696922585368156,0.040280234068632126,0.03506444183465175,0.12415502220392227,0
extended,45,failure,43,9.397954940795898,0.02616279013454914,0.0,0.010853687301278114,19.64422694760013,0.02006562054157257,0.040112875401973724,0.17138496202317507,0.06659477204084396,0
extended,45,expert,213,9.542001724243164,0.03102993033826351,0.0,0.010454661212861538,19.80690036090566,0.030439389869570732,0.04031401500105858,0.03324025905374244,0.13577516376972198,0
extended,100,all,256,10.604841232299805,0.0137939453125,0.0,0.011254113167524338,19.486887220428542,0.027249280363321304,0.03740879148244858,0.042753107175009186,0.12747514247894287,0
extended,100,failure,43,9.269227027893066,0.033793605864048004,0.0,0.007262492552399635,21.389142999652478,0.01845679245889187,0.024322276934981346,0.16312697741635068,0.16978691518306732,0
extended,100,expert,213,10.874472618103027,0.009756455197930336,0.0,0.012059934437274933,19.186550531914822,0.029024288058280945,0.040050677955150604,0.04697811685805285,0.11893334239721298,0
extended,200,all,256,11.047430038452148,0.0074462890625,0.0,0.011498340405523777,19.393648383190023,0.02246440201997757,0.038127072155475616,0.07327699199611604,0.12364323437213898,1
extended,200,failure,43,9.888276100158691,0.006540697533637285,0.0,0.0059721763245761395,22.238673784989228,0.012821177020668983,0.02024129219353199,0.2732716483657005,0.11866044998168945,1
extended,200,expert,213,11.281437873840332,0.007629108149558306,0.0,0.012613951228559017,18.991488525252457,0.0244111530482769,0.04173782095313072,0.07187528824197811,0.12464915215969086,0
