cohort,horizon,group,n_rollouts,visual_nll_nats_per_token,visual_token_accuracy,exact_grid_accuracy,decoded_mse,decoded_psnr_db,predicted_decoded_density,target_decoded_density,token_marginal_js_nats,mean_death_probability,death_targets
standard,1,all,1024,2.5985798835754395,0.2906341552734375,0.0009765625,0.0005597263807430863,32.52024223661157,0.04012351483106613,0.04033885896205902,0.004803553489873155,0.04479391872882843,0
standard,1,failure,832,2.5914106369018555,0.2948091924190521,0.001201923076923077,0.0005617867573164403,32.50428502393572,0.039783257991075516,0.03999333083629608,0.005433290277535864,0.04557035490870476,0
standard,1,expert,192,2.629646062850952,0.2725423276424408,0.0,0.0005507980822585523,32.590075805174706,0.041597966104745865,0.04183615371584892,0.017430613587569543,0.041429366916418076,0
standard,5,all,1024,4.138708114624023,0.183868408203125,0.0,0.0015157561283558607,28.193706671927792,0.038614846765995026,0.04007614403963089,0.005717894297851616,0.04562417417764664,0
standard,5,failure,832,4.08469295501709,0.18545296788215637,0.0,0.0014386469265446067,28.42045777757607,0.03832799568772316,0.039685267955064774,0.006762036470997116,0.04642309248447418,0
standard,5,expert,192,4.372774600982666,0.177001953125,0.0,0.0018498968565836549,27.32852485578246,0.039857883006334305,0.04176996275782585,0.021596145132921973,0.04216219484806061,0
standard,10,all,1024,6.011487007141113,0.13385009765625,0.0,0.0030276882462203503,25.18888845128543,0.03660112991929054,0.039556436240673065,0.007577240993586187,0.04861023649573326,0
standard,10,failure,832,5.883798599243164,0.137451171875,0.0,0.002879286417737603,25.407151314206644,0.03645610436797142,0.03909941762685776,0.00839236087648265,0.05159910023212433,0
standard,10,expert,192,6.5648064613342285,0.1182454451918602,0.0,0.003670763922855258,24.352435452966382,0.037229571491479874,0.0415368527173996,0.026449966658038147,0.03565847873687744,0
standard,20,all,1024,9.153509140014648,0.0780792236328125,0.0,0.005772734526544809,22.386184141465574,0.03269924968481064,0.03874496743083,0.010686506438751417,0.05349312722682953,0
standard,20,failure,832,8.976734161376953,0.08101712912321091,0.0,0.005505278706550598,22.592206898342674,0.03260292112827301,0.038149844855070114,0.012004479552014356,0.054929155856370926,0
standard,20,expert,192,9.919541358947754,0.0653483048081398,0.0,0.006931710988283157,21.591595531148485,0.03311667963862419,0.04132382571697235,0.028358161793988847,0.047270312905311584,0
standard,45,all,1024,14.095769882202148,0.030120849609375,0.0,0.010082033462822437,19.964518654482536,0.025572985410690308,0.0389430969953537,0.02867441206332614,0.1078018993139267,24
standard,45,failure,832,13.893937110900879,0.03168193995952606,0.0,0.009767074137926102,20.1023551571421,0.02528459206223488,0.038494110107421875,0.031180951613713145,0.1082870215177536,24
standard,45,expert,192,14.970379829406738,0.02335611917078495,0.0,0.011446858756244183,19.41313675943957,0.026822691783308983,0.040888711810112,0.046490716819609784,0.10569969564676285,0
extended,45,all,256,13.59992790222168,0.03216552734375,0.0,0.010559219866991043,19.763681670272504,0.026053166016936302,0.040280234068632126,0.046981322294261316,0.08158335089683533,0
extended,45,failure,43,11.763370513916016,0.03270348906517029,0.0,0.010687574744224548,19.71120834987442,0.01805555261671543,0.040112875401973724,0.19647756251205473,0.02938191220164299,0
extended,45,expert,213,13.97068977355957,0.03205692395567894,0.0,0.010533305816352367,19.774353066413155,0.027667706832289696,0.04031401500105858,0.0431532605333796,0.0921216681599617,0
extended,100,all,256,16.196706771850586,0.01318359375,0.0,0.010392962023615837,19.832606596438104,0.02250034362077713,0.03740879148244858,0.06299143642749064,0.10736861824989319,0
extended,100,failure,43,13.359271049499512,0.019985465332865715,0.0,0.006985260173678398,21.55817413474125,0.01671181619167328,0.024322276934981346,0.18179963948402816,0.12884289026260376,0
extended,100,expert,213,16.769521713256836,0.01181044615805149,0.0,0.011080902069807053,19.554248832905515,0.023668920621275902,0.040050677955150604,0.06961114705482571,0.10303343832492828,0
extended,200,all,256,17.30340576171875,0.0096435546875,0.0,0.010925883427262306,19.615434374629153,0.01931723766028881,0.038127072155475616,0.09868403248855069,0.09120862185955048,1
extended,200,failure,43,13.909810066223145,0.007994186133146286,0.0,0.006268972065299749,22.028036653840758,0.014345072209835052,0.02024129219353199,0.31326345232554614,0.10352578014135361,1
extended,200,expert,213,17.988496780395508,0.009976525790989399,0.0,0.011866011656820774,19.25695229360233,0.020321007817983627,0.04173782095313072,0.10216327626101405,0.08872205764055252,0
